name_team_fotmob,shortname_team_fotmob,id_team_fotmob,url_team_fotmob,logo_team_fotmob,season,id_league_fotmob,name_league_fotmob,country_code_fotmob,name_venue,city_venue,lat_venue,lon_venue,Surface,Capacity,Opened,url_photo_stadium
Arsenal,Arsenal,9825,https://www.fotmob.com/teams/9825/overview/arsenal,https://images.fotmob.com/image_resources/logo/teamlogo/9825.png,2025/2026,47,Premier League,ENG,Emirates Stadium,London,51.555074614,-0.108457804,Grass,60704,2006,https://cdn.resfu.com/img_data/estadios/original_new/53.jpg?size=720x432c&lossy=1
Manchester City,Man City,8456,https://www.fotmob.com/teams/8456/overview/manchester-city,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,2025/2026,47,Premier League,ENG,Etihad Stadium,Manchester,53.483152259,-2.200409174,Grass,61470,2002,https://cdn.resfu.com/img_data/estadios/original_new/41.jpg?size=720x432c&lossy=1
Manchester United,Man United,10260,https://www.fotmob.com/teams/10260/overview/manchester-united,https://images.fotmob.com/image_resources/logo/teamlogo/10260.png,2025/2026,47,Premier League,ENG,Old Trafford,Manchester,53.463094458,-2.291373610,Grass,74244,1910,https://cdn.resfu.com/img_data/estadios/original_new/50.jpg?size=720x432c&lossy=1
Aston Villa,Aston Villa,10252,https://www.fotmob.com/teams/10252/overview/aston-villa,https://images.fotmob.com/image_resources/logo/teamlogo/10252.png,2025/2026,47,Premier League,ENG,Villa Park,Birmingham,52.509090736,-1.884841919,Grass,43205,1897,https://cdn.resfu.com/img_data/estadios/original_new/291.jpg?size=720x432c&lossy=1
Liverpool,Liverpool,8650,https://www.fotmob.com/teams/8650/overview/liverpool,https://images.fotmob.com/image_resources/logo/teamlogo/8650.png,2025/2026,47,Premier League,ENG,Anfield,Liverpool,53.430827885,-2.960852981,Grass,61276,1884,https://cdn.resfu.com/img_data/estadios/original_new/43.jpg?size=720x432c&lossy=1
AFC Bournemouth,Bournemouth,8678,https://www.fotmob.com/teams/8678/overview/afc-bournemouth,https://images.fotmob.com/image_resources/logo/teamlogo/8678.png,2025/2026,47,Premier League,ENG,Vitality Stadium,"Bournemouth, Dorset",50.735240532,-1.838309616,Grass,11307,2001,https://cdn.resfu.com/img_data/estadios/original_new/167.jpg?size=720x432c&lossy=1
Sunderland,Sunderland,8472,https://www.fotmob.com/teams/8472/overview/sunderland,https://images.fotmob.com/image_resources/logo/teamlogo/8472.png,2025/2026,47,Premier League,ENG,Stadium of Light,Sunderland,54.914421504,-1.388177276,Grass,49000,1997,https://cdn.resfu.com/img_data/estadios/original_new/1293.jpg?size=720x432c&lossy=1
Brighton & Hove Albion,Brighton,10204,https://www.fotmob.com/teams/10204/overview/brighton-hove-albion,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,2025/2026,47,Premier League,ENG,American Express Stadium,"Falmer, East Sussex",50.861579551,-0.083642006,Grass,31876,2011,https://cdn.resfu.com/img_data/estadios/original_new/249.jpg?size=720x432c&lossy=1
Brentford,Brentford,9937,https://www.fotmob.com/teams/9937/overview/brentford,https://images.fotmob.com/image_resources/logo/teamlogo/9937.png,2025/2026,47,Premier League,ENG,Gtech Community Stadium,"Brentford, Middlesex",51.490729000,-0.288884000,Grass,17250,2020,https://cdn.resfu.com/img_data/estadios/original_new/5435.jpg?size=720x432c&lossy=1
Chelsea,Chelsea,8455,https://www.fotmob.com/teams/8455/overview/chelsea,https://images.fotmob.com/image_resources/logo/teamlogo/8455.png,2025/2026,47,Premier League,ENG,Stamford Bridge,London,51.481711963,-0.190974623,Grass,40044,1877,https://cdn.resfu.com/img_data/estadios/original_new/39.jpg?size=720x432c&lossy=1
Fulham,Fulham,9879,https://www.fotmob.com/teams/9879/overview/fulham,https://images.fotmob.com/image_resources/logo/teamlogo/9879.png,2025/2026,47,Premier League,ENG,Craven Cottage,London,51.474897956,-0.221647024,Grass,29589,1896,https://cdn.resfu.com/img_data/estadios/original_new/380.jpg?size=720x432c&lossy=1
Newcastle United,Newcastle,10261,https://www.fotmob.com/teams/10261/overview/newcastle-united,https://images.fotmob.com/image_resources/logo/teamlogo/10261.png,2025/2026,47,Premier League,ENG,St. James' Park,Newcastle upon Tyne,54.975540166,-1.621620655,Grass,52264,1892,https://cdn.resfu.com/img_data/estadios/original_new/184.jpg?size=720x432c&lossy=1
Everton,Everton,8668,https://www.fotmob.com/teams/8668/overview/everton,https://images.fotmob.com/image_resources/logo/teamlogo/8668.png,2025/2026,47,Premier League,ENG,Hill Dickinson Stadium,"Liverpool, Merseyside",53.424981480,-3.002691341,Grass,52769,0,https://cdn.resfu.com/img_data/estadios/original_new/7031.jpg?size=720x432c&lossy=1
Leeds United,Leeds,8463,https://www.fotmob.com/teams/8463/overview/leeds-united,https://images.fotmob.com/image_resources/logo/teamlogo/8463.png,2025/2026,47,Premier League,ENG,Elland Road,"Leeds, West Yorkshire",53.777833534,-1.572278738,Grass,37645,1897,https://cdn.resfu.com/img_data/estadios/original_new/431.jpg?size=720x432c&lossy=1
Crystal Palace,Crystal Palace,9826,https://www.fotmob.com/teams/9826/overview/crystal-palace,https://images.fotmob.com/image_resources/logo/teamlogo/9826.png,2025/2026,47,Premier League,ENG,Selhurst Park,London,51.398278578,-0.085503459,Grass,25486,1924,https://cdn.resfu.com/img_data/estadios/original_new/128.jpg?size=720x432c&lossy=1
Nottingham Forest,Nottm Forest,10203,https://www.fotmob.com/teams/10203/overview/nottingham-forest,https://images.fotmob.com/image_resources/logo/teamlogo/10203.png,2025/2026,47,Premier League,ENG,The City Ground,"Nottingham, Nottinghamshire",52.939913226,-1.132894009,Grass,31042,1898,https://cdn.resfu.com/img_data/estadios/original_new/433.jpg?size=720x432c&lossy=1
Tottenham Hotspur,Tottenham,8586,https://www.fotmob.com/teams/8586/overview/tottenham-hotspur,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,2025/2026,47,Premier League,ENG,Tottenham Hotspur Stadium,London,51.604216666,-0.066229079,Grass,62850,2019,https://cdn.resfu.com/img_data/estadios/original_new/51.jpg?size=720x432c&lossy=1
West Ham United,West Ham,8654,https://www.fotmob.com/teams/8654/overview/west-ham-united,https://images.fotmob.com/image_resources/logo/teamlogo/8654.png,2025/2026,47,Premier League,ENG,London Stadium,London,51.538688219,-0.016500950,Grass,62500,2012,https://cdn.resfu.com/img_data/estadios/original_new/118.jpg?size=720x432c&lossy=1
Burnley,Burnley,8191,https://www.fotmob.com/teams/8191/overview/burnley,https://images.fotmob.com/image_resources/logo/teamlogo/8191.png,2025/2026,47,Premier League,ENG,Turf Moor,Burnley,53.788983867,-2.230224609,Grass,22546,1883,https://cdn.resfu.com/img_data/estadios/original_new/180.jpg?size=720x432c&lossy=1
Wolverhampton Wanderers,Wolves,8602,https://www.fotmob.com/teams/8602/overview/wolverhampton-wanderers,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,2025/2026,47,Premier League,ENG,Molineux Stadium,"Wolverhampton, West Midlands",52.590238498,-2.130433023,Grass,31750,1889,https://cdn.resfu.com/img_data/estadios/original_new/212.jpg?size=720x432c&lossy=1
Paris Saint-Germain,PSG,9847,https://www.fotmob.com/teams/9847/overview/paris-saint-germain,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,2025/2026,53,Ligue 1,FRA,Parc des Princes,Paris,48.841433445,2.253048867,Grass,47929,1897,https://cdn.resfu.com/img_data/estadios/original_new/46.jpg?size=720x432c&lossy=1
Lens,Lens,8588,https://www.fotmob.com/teams/8588/overview/lens,https://images.fotmob.com/image_resources/logo/teamlogo/8588.png,2025/2026,53,Ligue 1,FRA,Stade Bollaert-Delelis,Lens,50.432866762,2.814940810,Grass,41233,1933,https://cdn.resfu.com/img_data/estadios/original_new/435.jpg?size=720x432c&lossy=1
Lille,Lille,8639,https://www.fotmob.com/teams/8639/overview/lille,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,2025/2026,53,Ligue 1,FRA,Decathlon Arena - Stade Pierre-Mauroy,Villeneuve d'Ascq,50.611965136,3.130483910,Grass,50083,2012,https://cdn.resfu.com/img_data/estadios/original_new/87.jpg?size=720x432c&lossy=1
Lyon,Lyon,9748,https://www.fotmob.com/teams/9748/overview/lyon,https://images.fotmob.com/image_resources/logo/teamlogo/9748.png,2025/2026,53,Ligue 1,FRA,Groupama Stadium,Décines-Charpieu,45.765310356,4.982063884,Grass,61556,2016,https://cdn.resfu.com/img_data/estadios/original_new/62.jpg?size=720x432c&lossy=1
Marseille,Marseille,8592,https://www.fotmob.com/teams/8592/overview/marseille,https://images.fotmob.com/image_resources/logo/teamlogo/8592.png,2025/2026,53,Ligue 1,FRA,Orange Vélodrome,Marseille,43.269870275,5.395853519,Grass,67394,1937,https://cdn.resfu.com/img_data/estadios/original_new/74.jpg?size=720x&lossy=1
Rennes,Rennes,9851,https://www.fotmob.com/teams/9851/overview/rennes,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,2025/2026,53,Ligue 1,FRA,Roazhon Park,Rennes,48.107467009,-1.712884158,Grass,31127,1912,https://cdn.resfu.com/img_data/estadios/original_new/97.jpg?size=720x432c&lossy=1
Monaco,Monaco,9829,https://www.fotmob.com/teams/9829/overview/monaco,https://images.fotmob.com/image_resources/logo/teamlogo/9829.png,2025/2026,53,Ligue 1,FRA,Stade Louis-II,Monaco,43.727563789,7.415542156,Grass,18523,1985,https://cdn.resfu.com/img_data/estadios/original_new/77.jpg?size=720x432c&lossy=1
Strasbourg,Strasbourg,9848,https://www.fotmob.com/teams/9848/overview/strasbourg,https://images.fotmob.com/image_resources/logo/teamlogo/9848.png,2025/2026,53,Ligue 1,FRA,Stade de la Meinau,Strasbourg,48.560068724,7.755156755,Grass,32047,1906,https://cdn.resfu.com/img_data/estadios/original_new/312.jpg?size=720x432c&lossy=1
Toulouse,Toulouse,9941,https://www.fotmob.com/teams/9941/overview/toulouse,https://images.fotmob.com/image_resources/logo/teamlogo/9941.png,2025/2026,53,Ligue 1,FRA,Stadium de Toulouse,Toulouse,43.583289762,1.434037685,Grass,33150,1937,https://cdn.resfu.com/img_data/estadios/original_new/165.jpg?size=720x432c&lossy=1
Lorient,Lorient,8689,https://www.fotmob.com/teams/8689/overview/lorient,https://images.fotmob.com/image_resources/logo/teamlogo/8689.png,2025/2026,53,Ligue 1,FRA,Stade du Moustoir - Yves Allainmat,Lorient,47.748821296,-3.369020820,Artificial turf,18970,1959,https://cdn.resfu.com/img_data/estadios/original_new/205.jpg?size=720x432c&lossy=1
Paris FC,Paris FC,6379,https://www.fotmob.com/teams/6379/overview/paris-fc,https://images.fotmob.com/image_resources/logo/teamlogo/6379.png,2025/2026,53,Ligue 1,FRA,Stade Jean Bouin,Paris,48.843148388,2.252916098,Artificial turf,20000,1925,https://cdn.resfu.com/img_data/estadios/original_new/4237.jpg?size=720x432c&lossy=1
Brest,Brest,8521,https://www.fotmob.com/teams/8521/overview/brest,https://images.fotmob.com/image_resources/logo/teamlogo/8521.png,2025/2026,53,Ligue 1,FRA,Stade Francis-Le Blé,Brest,48.402881677,-4.461457729,Grass,15931,1922,https://cdn.resfu.com/img_data/estadios/original_new/462.jpg?size=720x432c&lossy=1
Angers,Angers,8121,https://www.fotmob.com/teams/8121/overview/angers,https://images.fotmob.com/image_resources/logo/teamlogo/8121.png,2025/2026,53,Ligue 1,FRA,Stade Raymond Kopa,Angers,47.460412695,-0.530776978,Grass,19000,1912,https://cdn.resfu.com/img_data/estadios/original_new/222.jpg?size=720x432c&lossy=1
Le Havre,Le Havre,9746,https://www.fotmob.com/teams/9746/overview/le-havre,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,2025/2026,53,Ligue 1,FRA,Stade Océane,Le Havre,49.498869432,0.169708751,Grass,25178,2012,https://cdn.resfu.com/img_data/estadios/original_new/472.jpg?size=720x432c&lossy=1
Auxerre,Auxerre,8583,https://www.fotmob.com/teams/8583/overview/auxerre,https://images.fotmob.com/image_resources/logo/teamlogo/8583.png,2025/2026,53,Ligue 1,FRA,Stade de l'Abbé Deschamps,Auxerre,47.786835355,3.588516712,Grass,17897,1918,https://cdn.resfu.com/img_data/estadios/original_new/583.jpg?size=720x432c&lossy=1
Nice,Nice,9831,https://www.fotmob.com/teams/9831/overview/nice,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png,2025/2026,53,Ligue 1,FRA,Allianz Riviera,Nice,43.705119412,7.192622423,Grass,35624,2013,https://cdn.resfu.com/img_data/estadios/original_new/124.jpg?size=720x432c&lossy=1
Nantes,Nantes,9830,https://www.fotmob.com/teams/9830/overview/nantes,https://images.fotmob.com/image_resources/logo/teamlogo/9830.png,2025/2026,53,Ligue 1,FRA,Stade de la Beaujoire - Louis Fonteneau,Nantes,47.256022990,-1.524716467,Grass,38285,1984,https://cdn.resfu.com/img_data/estadios/original_new/163.jpg?size=720x432&lossy=1
Metz,Metz,8550,https://www.fotmob.com/teams/8550/overview/metz,https://images.fotmob.com/image_resources/logo/teamlogo/8550.png,2025/2026,53,Ligue 1,FRA,Stade Saint-Symphorien,Longeville-lès-Metz,49.109788628,6.159448922,Grass,30000,1923,https://cdn.resfu.com/img_data/estadios/original_new/351.jpg?size=720x432&lossy=1
Bayern München,Bayern München,9823,https://www.fotmob.com/teams/9823/overview/bayern-munchen,https://images.fotmob.com/image_resources/logo/teamlogo/9823.png,2025/2026,54,Bundesliga,GER,Allianz Arena,München,48.218779054,11.624743491,Grass,75024,2005,https://cdn.resfu.com/img_data/estadios/original_new/45.jpg?size=720x432c&lossy=1
Borussia Dortmund,Dortmund,9789,https://www.fotmob.com/teams/9789/overview/borussia-dortmund,https://images.fotmob.com/image_resources/logo/teamlogo/9789.png,2025/2026,54,Bundesliga,GER,SIGNAL IDUNA PARK,Dortmund,51.492606578,7.451777458,Grass,81365,1974,https://cdn.resfu.com/img_data/estadios/original_new/47.jpg?size=720x432c&lossy=1
RB Leipzig,RB Leipzig,178475,https://www.fotmob.com/teams/178475/overview/rb-leipzig,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,2025/2026,54,Bundesliga,GER,Red Bull Arena,Leipzig,51.345776141,12.348289490,Grass,47800,2004,https://cdn.resfu.com/img_data/estadios/original_new/104.jpg?size=720x432c&lossy=1
VfB Stuttgart,VfB Stuttgart,10269,https://www.fotmob.com/teams/10269/overview/vfb-stuttgart,https://images.fotmob.com/image_resources/logo/teamlogo/10269.png,2025/2026,54,Bundesliga,GER,MHPArena,Stuttgart,48.792284176,9.232023954,Grass,60469,1933,https://cdn.resfu.com/img_data/estadios/original_new/304.jpg?size=720x432c&lossy=1
Hoffenheim,Hoffenheim,8226,https://www.fotmob.com/teams/8226/overview/hoffenheim,https://images.fotmob.com/image_resources/logo/teamlogo/8226.png,2025/2026,54,Bundesliga,GER,PreZero Arena,Sinsheim,49.238005290,8.887740970,Grass,30164,2009,https://cdn.resfu.com/img_data/estadios/original_new/99.jpg?size=720x432c&lossy=1
Bayer Leverkusen,Leverkusen,8178,https://www.fotmob.com/teams/8178/overview/bayer-leverkusen,https://images.fotmob.com/image_resources/logo/teamlogo/8178.png,2025/2026,54,Bundesliga,GER,BayArena,Leverkusen,51.038213121,7.002249956,Grass,30210,1958,https://cdn.resfu.com/img_data/estadios/original_new/66.jpg?size=720x432c&lossy=1
Freiburg,Freiburg,8358,https://www.fotmob.com/teams/8358/overview/freiburg,https://images.fotmob.com/image_resources/logo/teamlogo/8358.png,2025/2026,54,Bundesliga,GER,Europa-Park Stadion,Freiburg im Breisgau,48.021945037,7.830065164,Grass,34700,2021,https://cdn.resfu.com/img_data/estadios/original_new/5777.jpg?size=720x432c&lossy=1
Eintracht Frankfurt,Frankfurt,9810,https://www.fotmob.com/teams/9810/overview/eintracht-frankfurt,https://images.fotmob.com/image_resources/logo/teamlogo/9810.png,2025/2026,54,Bundesliga,GER,Deutsche Bank Park,Frankfurt am Main,50.068577360,8.645448312,Grass,59500,2005,https://cdn.resfu.com/img_data/estadios/original_new/69.jpg?size=720x432c&lossy=1
Augsburg,Augsburg,8406,https://www.fotmob.com/teams/8406/overview/augsburg,https://images.fotmob.com/image_resources/logo/teamlogo/8406.png,2025/2026,54,Bundesliga,GER,WWK Arena,Augsburg,48.323101360,10.885949135,Grass,30662,2009,https://cdn.resfu.com/img_data/estadios/original_new/146.jpg?size=720x432c&lossy=1
Mainz 05,Mainz,9905,https://www.fotmob.com/teams/9905/overview/mainz-05,https://images.fotmob.com/image_resources/logo/teamlogo/9905.png,2025/2026,54,Bundesliga,GER,MEWA ARENA,Mainz,49.984627000,8.224125000,Grass,34034,2011,https://cdn.resfu.com/img_data/estadios/original_new/7045.jpg?size=720x432c&lossy=1
Union Berlin,Union Berlin,8149,https://www.fotmob.com/teams/8149/overview/union-berlin,https://images.fotmob.com/image_resources/logo/teamlogo/8149.png,2025/2026,54,Bundesliga,GER,Stadion An der Alten Försterei,Berlin,52.457395392,13.568125963,Grass,22467,1920,https://cdn.resfu.com/img_data/estadios/original_new/415.jpg?size=720x432c&lossy=1
Borussia Mönchengladbach,M'gladbach,9788,https://www.fotmob.com/teams/9788/overview/borussia-monchengladbach,https://images.fotmob.com/image_resources/logo/teamlogo/9788.png,2025/2026,54,Bundesliga,GER,ista-Borussia-Park,Mönchengladbach,51.174648171,6.385320425,Grass,54057,2004,https://cdn.resfu.com/img_data/estadios/original_new/88.jpg?size=720x432c&lossy=1
Hamburger SV,Hamburger SV,9790,https://www.fotmob.com/teams/9790/overview/hamburger-sv,https://images.fotmob.com/image_resources/logo/teamlogo/9790.png,2025/2026,54,Bundesliga,GER,Volksparkstadion,Hamburg,53.587134005,9.898579717,Grass,57000,1998,https://cdn.resfu.com/img_data/estadios/original_new/292.jpg?size=720x432c&lossy=1
1. FC Köln,Köln,8722,https://www.fotmob.com/teams/8722/overview/1-fc-koln,https://images.fotmob.com/image_resources/logo/teamlogo/8722.png,2025/2026,54,Bundesliga,GER,RheinEnergieSTADION,Köln,50.933476533,6.875199080,Grass,50076,2004,https://cdn.resfu.com/img_data/estadios/original_new/133.jpg?size=720x432c&lossy=1
Werder Bremen,Werder Bremen,8697,https://www.fotmob.com/teams/8697/overview/werder-bremen,https://images.fotmob.com/image_resources/logo/teamlogo/8697.png,2025/2026,54,Bundesliga,GER,Weserstadion,Bremen,53.066427548,8.837546110,Grass,42100,1924,https://cdn.resfu.com/img_data/estadios/original_new/116.jpg?size=720x432c&lossy=1
Wolfsburg,Wolfsburg,8721,https://www.fotmob.com/teams/8721/overview/wolfsburg,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,2025/2026,54,Bundesliga,GER,Volkswagen Arena,Wolfsburg,52.432820127,10.803530216,Grass,30000,2002,https://cdn.resfu.com/img_data/estadios/original_new/68.jpg?size=720x432c&lossy=1
FC Heidenheim,FC Heidenheim,94937,https://www.fotmob.com/teams/94937/overview/fc-heidenheim,https://images.fotmob.com/image_resources/logo/teamlogo/94937.png,2025/2026,54,Bundesliga,GER,Voith-Arena,Heidenheim an der Brenz,48.668497342,10.139307976,Grass,15000,1971,https://cdn.resfu.com/img_data/estadios/original_new/482.jpg?size=720x432c&lossy=1
St. Pauli,St. Pauli,8152,https://www.fotmob.com/teams/8152/overview/st-pauli,https://images.fotmob.com/image_resources/logo/teamlogo/8152.png,2025/2026,54,Bundesliga,GER,Millerntor-Stadion,Hamburg,53.554577759,9.967689514,Grass,29564,1963,https://cdn.resfu.com/img_data/estadios/original_new/536.jpg?size=720x432c&lossy=1
Inter,Inter,8636,https://www.fotmob.com/teams/8636/overview/inter,https://images.fotmob.com/image_resources/logo/teamlogo/8636.png,2025/2026,55,Serie A,ITA,Stadio Giuseppe Meazza,Milano,45.478083998,9.123979211,Grass,75817,1926,https://cdn.resfu.com/img_data/estadios/original_new/40.jpg?size=720x432c&lossy=1
Napoli,Napoli,9875,https://www.fotmob.com/teams/9875/overview/napoli,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,2025/2026,55,Serie A,ITA,Stadio Diego Armando Maradona,Napoli,40.827974049,14.192930460,Grass,54726,1959,https://cdn.resfu.com/img_data/estadios/original_new/54.jpg?size=720x432c&lossy=1
Roma,Roma,8686,https://www.fotmob.com/teams/8686/overview/roma,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,2025/2026,55,Serie A,ITA,Stadio Olimpico,Roma,41.933947912,12.454757094,Grass,70634,1932,https://cdn.resfu.com/img_data/estadios/original_new/58.jpg?size=720x432c&lossy=1
Como,Como,10171,https://www.fotmob.com/teams/10171/overview/como,https://images.fotmob.com/image_resources/logo/teamlogo/10171.png,2025/2026,55,Serie A,ITA,Stadio Giuseppe Sinigaglia,Como,45.813856655,9.072376192,Grass,13602,1927,https://cdn.resfu.com/img_data/estadios/original_new/2253.jpg?size=720x432c&lossy=1
Milan,Milan,8564,https://www.fotmob.com/teams/8564/overview/milan,https://images.fotmob.com/image_resources/logo/teamlogo/8564.png,2025/2026,55,Serie A,ITA,Stadio Giuseppe Meazza,Milano,45.478083998,9.123979211,Grass,75817,1926,https://cdn.resfu.com/img_data/estadios/original_new/6990.jpg?size=720x432c&lossy=1
Juventus,Juventus,9885,https://www.fotmob.com/teams/9885/overview/juventus,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,2025/2026,55,Serie A,ITA,Allianz Stadium,Torino,45.109527284,7.641302313,Grass,41689,2011,https://cdn.resfu.com/img_data/estadios/original_new/48.jpg?size=720x432c&lossy=1
Atalanta,Atalanta,8524,https://www.fotmob.com/teams/8524/overview/atalanta,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,2025/2026,55,Serie A,ITA,New Balance Arena,Bergamo,45.709236083,9.680693150,Grass,24950,1928,https://cdn.resfu.com/img_data/estadios/original_new/67.jpg?size=720x432c&lossy=1
Bologna,Bologna,9857,https://www.fotmob.com/teams/9857/overview/bologna,https://images.fotmob.com/image_resources/logo/teamlogo/9857.png,2025/2026,55,Serie A,ITA,Stadio Renato Dall'Ara,Bologna,44.492290396,11.309956759,Grass,39279,1927,https://cdn.resfu.com/img_data/estadios/original_new/172.jpg?size=720x432c&lossy=1
Lazio,Lazio,8543,https://www.fotmob.com/teams/8543/overview/lazio,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,2025/2026,55,Serie A,ITA,Stadio Olimpico,Roma,41.933947912,12.454757094,Grass,70634,1932,https://cdn.resfu.com/img_data/estadios/original_new/58.jpg?size=720x432c&lossy=1
Udinese,Udinese,8600,https://www.fotmob.com/teams/8600/overview/udinese,https://images.fotmob.com/image_resources/logo/teamlogo/8600.png,2025/2026,55,Serie A,ITA,Bluenergy Stadium,Udine,46.081644302,13.200062513,Grass,25952,1976,https://cdn.resfu.com/img_data/estadios/original_new/158.jpg?size=720x432c&lossy=1
Sassuolo,Sassuolo,7943,https://www.fotmob.com/teams/7943/overview/sassuolo,https://images.fotmob.com/image_resources/logo/teamlogo/7943.png,2025/2026,55,Serie A,ITA,MAPEI Stadium - Città del Tricolore,Reggio Emilia,44.714636965,10.649710894,Grass,23717,1995,https://cdn.resfu.com/img_data/estadios/original_new/2151.jpg?size=720x432c&lossy=1
Torino,Torino,9804,https://www.fotmob.com/teams/9804/overview/torino,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,2025/2026,55,Serie A,ITA,Stadio Olimpico Grande Torino,Torino,45.041752184,7.650015503,Grass,27958,1933,https://cdn.resfu.com/img_data/estadios/original_new/93.jpg?size=720x432c&lossy=1
Parma,Parma,10167,https://www.fotmob.com/teams/10167/overview/parma,https://images.fotmob.com/image_resources/logo/teamlogo/10167.png,2025/2026,55,Serie A,ITA,Stadio Ennio Tardini,Parma,44.794905165,10.338386893,Grass,22885,1923,https://cdn.resfu.com/img_data/estadios/original_new/622.jpg?size=720x432c&lossy=1
Cagliari,Cagliari,8529,https://www.fotmob.com/teams/8529/overview/cagliari,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,2025/2026,55,Serie A,ITA,Unipol Domus,Cagliari,39.199802357,9.137473349,Grass,16416,2017,https://cdn.resfu.com/img_data/estadios/original_new/160.jpg?size=720x432c&lossy=1
Fiorentina,Fiorentina,8535,https://www.fotmob.com/teams/8535/overview/fiorentina,https://images.fotmob.com/image_resources/logo/teamlogo/8535.png,2025/2026,55,Serie A,ITA,Stadio Artemio Franchi,Firenze,43.780787925,11.282712221,Grass,43147,1931,https://cdn.resfu.com/img_data/estadios/original_new/72.jpg?size=720x432c&lossy=1
Genoa,Genoa,10233,https://www.fotmob.com/teams/10233/overview/genoa,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,2025/2026,55,Serie A,ITA,Stadio Comunale Luigi Ferraris,Genova,44.416467178,8.952527046,Grass,36703,1911,https://cdn.resfu.com/img_data/estadios/original_new/117.jpg?size=720x432c&lossy=1
Lecce,Lecce,9888,https://www.fotmob.com/teams/9888/overview/lecce,https://images.fotmob.com/image_resources/logo/teamlogo/9888.png,2025/2026,55,Serie A,ITA,Stadio Ettore Giardiniero - Via del Mare,Lecce,40.365103138,18.208851814,Grass,33876,1966,https://cdn.resfu.com/img_data/estadios/original_new/1096.jpg?size=720x432c&lossy=1
Cremonese,Cremonese,7801,https://www.fotmob.com/teams/7801/overview/cremonese,https://images.fotmob.com/image_resources/logo/teamlogo/7801.png,2025/2026,55,Serie A,ITA,Stadio Giovanni Zini,Cremona,45.140164168,10.034830570,Grass,14834,1929,https://cdn.resfu.com/img_data/estadios/original_new/1105.jpg?size=640x460&lossy=1
